Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1976,Innsbruck,Ice Hockey,"HINTERSTOCKER, Martin",FRG,Men,Ice Hockey,Bronze,20,
1976,Innsbruck,Ice Hockey,"KEHLE, Anton",FRG,Men,Ice Hockey,Bronze,21,
1976,Innsbruck,Ice Hockey,"KIESSLING, Udo",FRG,Men,Ice Hockey,Bronze,22,
1976,Innsbruck,Ice Hockey,"Ke_BERLE, Walter",FRG,Men,Ice Hockey,Bronze,23,
1976,Innsbruck,Ice Hockey,"Ke_PF, Ernst I",FRG,Men,Ice Hockey,Bronze,24,
1976,Innsbruck,Ice Hockey,"KeeHNHACKL, Erich",FRG,Men,Ice Hockey,Bronze,25,
1976,Innsbruck,Ice Hockey,"METZ, Stefan",FRG,Men,Ice Hockey,Bronze,26,
1976,Innsbruck,Ice Hockey,"PHILIPP, Rainer",FRG,Men,Ice Hockey,Bronze,27,
1976,Innsbruck,Ice Hockey,"REINDL, Franz",FRG,Men,Ice Hockey,Bronze,28,
1976,Innsbruck,Ice Hockey,"SCHLODER, Alois",FRG,Men,Ice Hockey,Bronze,29,
1976,Innsbruck,Ice Hockey,"THANNER, Rudolf",FRG,Men,Ice Hockey,Bronze,30,
1976,Innsbruck,Ice Hockey,"Ve_LK, Josef",FRG,Men,Ice Hockey,Bronze,31,
1976,Innsbruck,Ice Hockey,"VOZAR, Ferenc",FRG,Men,Ice Hockey,Bronze,32,
1976,Innsbruck,Ice Hockey,"WEISHAUPT, Erich",FRG,Men,Ice Hockey,Bronze,33,
1976,Innsbruck,Luge,"BRANDNER, Hans",FRG,Men,Doubles,Silver,10,
1976,Innsbruck,Luge,"SCHWARM, Balthasar",FRG,Men,Doubles,Silver,11,
1976,Innsbruck,Luge,"FENDT, Josef",FRG,Men,Singles,Silver,12,
1976,Innsbruck,Luge,"DEMLEITNER, Elisabeth",FRG,Women,Singles,Bronze,34,
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Downhill,Gold,15,
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Giant Slalom,Silver,13,
1976,Innsbruck,Skiing,"MITTERMAIER, Rosi",FRG,Women,Slalom,Gold,16,
1976,Innsbruck,Skiing,"HETTICH, Urban",FRG,Men,Individual,Silver,14,
1976,Innsbruck,Skating,"CURRY, John",GBR,Men,Individual,Gold,24,
1976,Innsbruck,Biathlon,"BEER, Manfred",GDR,Men,4X7.5KM Relay,Bronze,15,
1976,Innsbruck,Biathlon,"GEYER, Manfred",GDR,Men,4X7.5KM Relay,Bronze,16,
1976,Innsbruck,Biathlon,"MENZ, Karl-Heinz",GDR,Men,4X7.5KM Relay,Bronze,17,
1976,Innsbruck,Biathlon,"ULLRICH, Frank",GDR,Men,4X7.5KM Relay,Bronze,18,
1976,Innsbruck,Bobsleigh,"BABOCK, Jochen",GDR,Men,Four-Man,Gold,8,
1976,Innsbruck,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Four-Man,Gold,9,
1976,Innsbruck,Bobsleigh,"LEHMANN, Bernhard",GDR,Men,Four-Man,Gold,10,
1976,Innsbruck,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Four-Man,Gold,11,
1976,Innsbruck,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Two-Man,Gold,12,
1976,Innsbruck,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Two-Man,Gold,13,
1976,Innsbruck,Luge,"HAHN, Norbert",GDR,Men,Doubles,Gold,14,
1976,Innsbruck,Luge,"RINN, Hans",GDR,Men,Doubles,Gold,15,
1976,Innsbruck,Luge,"RINN, Hans",GDR,Men,Singles,Bronze,19,
1976,Innsbruck,Luge,"GeeNTHER, Detlef",GDR,Men,Singles,Gold,16,
1976,Innsbruck,Luge,"SCHUMANN, Margit",GDR,Women,Singles,Gold,17,
1976,Innsbruck,Luge,"ReeHROLD, Ute",GDR,Women,Singles,Silver,6,
1976,Innsbruck,Skating,"ERRATH, Christine",GDR,Women,Individual,Bronze,20,
1976,Innsbruck,Skating,"GROSS, Manuela",GDR,Women,Pairs,Bronze,21,
1976,Innsbruck,Skating,"KAGELMANN, Uwe",GDR,Men,Pairs,Bronze,22,
1976,Innsbruck,Skating,"KERMER, Romy",GDR,Women,Pairs,Silver,7,
1976,Innsbruck,Skating,"e_STERREICH, Rolf",GDR,Men,Pairs,Silver,8,
1976,Innsbruck,Skating,"EHRIG, Andrea",GDR,Women,3000M,Silver,9,
1976,Innsbruck,Skiing,"DEBERTSHeUSER, Monika",GDR,Women,4X5KM Relay,Bronze,23,
1976,Innsbruck,Skiing,"KRAUSE, Sigrun",GDR,Women,4X5KM Relay,Bronze,24,
1976,Innsbruck,Skiing,"PETZOLD, Barbara",GDR,Women,4X5KM Relay,Bronze,25,
1976,Innsbruck,Skiing,"SCHMIDT, Veronika",GDR,Women,4X5KM Relay,Bronze,26,
1976,Innsbruck,Skiing,"KLAUSE, Gerd-Dietmar",GDR,Men,50KM,Silver,10,
1976,Innsbruck,Skiing,"WINKLER, Konrad",GDR,Men,Individual,Bronze,27,
1976,Innsbruck,Skiing,"WEHLING, Ulrich",GDR,Men,Individual,Gold,18,
1976,Innsbruck,Skiing,"GLASS, Henry",GDR,Men,K120 Individual (90M),Bronze,28,
1976,Innsbruck,Skiing,"ASCHENBACH, Hans-Georg",GDR,Men,K90 Individual (70M),Gold,19,
1976,Innsbruck,Skiing,"DANNEBERG, Jochen",GDR,Men,K90 Individual (70M),Silver,11,
1976,Innsbruck,Skiing,"PLANK, Herbert",ITA,Men,Downhill,Bronze,12,
1976,Innsbruck,Skiing,"GROS, Piero",ITA,Men,Slalom,Gold,16,
1976,Innsbruck,Skiing,"THe_NI, Gustavo",ITA,Men,Slalom,Silver,14,
1976,Innsbruck,Skiing,"GIORDANI, Claudia",ITA,Women,Slalom,Silver,15,
1976,Innsbruck,Skiing,"FROMMELT, Willy",LIE,Men,Slalom,Bronze,,
1976,Innsbruck,Skiing,"WENZEL, Hanni",LIE,Women,Slalom,Bronze,,
1976,Innsbruck,Skating,"DE LEEUW, Dianne",NED,Women,Individual,Silver,12,
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,10000M,Bronze,7,
1976,Innsbruck,Skating,"KLEINE, Piet",NED,Men,10000M,Gold,9,
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,1500M,Bronze,8,
1976,Innsbruck,Skating,"VAN HELDEN, Hans",NED,Men,5000M,Bronze,9,
1976,Innsbruck,Skating,"KLEINE, Piet",NED,Men,5000M,Silver,13,
1976,Innsbruck,Skating,"STENSEN, Sten",NOR,Men,10000M,Silver,63,
1976,Innsbruck,Skating,"DIDRIKSEN, Je_rn",NOR,Men,1000M,Silver,64,
1976,Innsbruck,Skating,"STORHOLT, Jan Egil",NOR,Men,1500M,Gold,53,
1976,Innsbruck,Skating,"KORSMO, Lisbeth",NOR,Women,3000M,Bronze,46,
1976,Innsbruck,Skating,"STENSEN, Sten",NOR,Men,5000M,Gold,54,
1976,Innsbruck,Skiing,"FORMO, Ivar",NOR,Men,4X10KM Relay,Silver,65,
1976,Innsbruck,Skiing,"MARTINSEN, Odd",NOR,Men,4X10KM Relay,Silver,66,
1976,Innsbruck,Skiing,"SAGSTUEN, Einar",NOR,Men,4X10KM Relay,Silver,67,
1976,Innsbruck,Skiing,"TYLDUM, Paal",NOR,Men,4X10KM Relay,Silver,68,
1976,Innsbruck,Skiing,"FORMO, Ivar",NOR,Men,50KM,Gold,55,
1976,Innsbruck,Bobsleigh,"BeCHLI, Ulrich",SUI,Men,Four-Man,Silver,27,
1976,Innsbruck,Bobsleigh,"BENZ, Joseph",SUI,Men,Four-Man,Silver,28,
1976,Innsbruck,Bobsleigh,"MARTI, Rudolf",SUI,Men,Four-Man,Silver,29,
1976,Innsbruck,Bobsleigh,"SCHeRER, Erich",SUI,Men,Four-Man,Silver,30,
1976,Innsbruck,Bobsleigh,"BENZ, Joseph",SUI,Men,Two-Man,Bronze,55,
1976,Innsbruck,Bobsleigh,"SCHeRER, Erich",SUI,Men,Two-Man,Bronze,56,
1976,Innsbruck,Skiing,"RUSSI, Bernhard",SUI,Men,Downhill,Silver,31,
1976,Innsbruck,Skiing,"HEMMI, Heini",SUI,Men,Giant Slalom,Gold,32,
1976,Innsbruck,Skiing,"GOOD, Ernst",SUI,Men,Giant Slalom,Silver,32,
1976,Innsbruck,Skiing,"STENMARK, Ingemar",SWE,Men,Giant Slalom,Bronze,54,
1976,Innsbruck,Skiing,"Se_DERGREN, Benny",SWE,Men,50KM,Bronze,55,
1976,Innsbruck,Ice Hockey,"AUGUSTA, Josef",TCH,Men,Ice Hockey,Silver,38,
1976,Innsbruck,Ice Hockey,"BUBLA, Jiri",TCH,Men,Ice Hockey,Silver,39,
1976,Innsbruck,Ice Hockey,"CHALUPA, Milan",TCH,Men,Ice Hockey,Silver,40,
1976,Innsbruck,Ice Hockey,"CRHA, Jiri",TCH,Men,Ice Hockey,Silver,41,
1976,Innsbruck,Ice Hockey,"DVORAK, Miroslav",TCH,Men,Ice Hockey,Silver,42,
1976,Innsbruck,Ice Hockey,"EBERMANN, Bohuslav",TCH,Men,Ice Hockey,Silver,43,
1976,Innsbruck,Ice Hockey,"HLINKA, Ivan",TCH,Men,Ice Hockey,Silver,44,
1976,Innsbruck,Ice Hockey,"HOLECEK, Jiri",TCH,Men,Ice Hockey,Silver,45,
1976,Innsbruck,Ice Hockey,"HOLIK, Jiri",TCH,Men,Ice Hockey,Silver,46,
1976,Innsbruck,Ice Hockey,"KAJKL, Milan",TCH,Men,Ice Hockey,Silver,47,
1976,Innsbruck,Ice Hockey,"MACHAC, Oldrich",TCH,Men,Ice Hockey,Silver,48,
1976,Innsbruck,Ice Hockey,"MARTINEC, Vladimir",TCH,Men,Ice Hockey,Silver,49,
1976,Innsbruck,Ice Hockey,"NOVAK, Eduard",TCH,Men,Ice Hockey,Silver,50,
1976,Innsbruck,Ice Hockey,"NOVAK, Jiri",TCH,Men,Ice Hockey,Silver,51,
1976,Innsbruck,Ice Hockey,"NOVY, Milan",TCH,Men,Ice Hockey,Silver,52,
1976,Innsbruck,Ice Hockey,"POSPISIL, Frantisek",TCH,Men,Ice Hockey,Silver,53,
1976,Innsbruck,Ice Hockey,"POUZAR, Jaroslav",TCH,Men,Ice Hockey,Silver,54,
1976,Innsbruck,Ice Hockey,"STASTNY, Bohuslav",TCH,Men,Ice Hockey,Silver,55,
1976,Innsbruck,Biathlon,"YELIZAROV, Aleksandr",URS,Men,20KM,Bronze,52,
1976,Innsbruck,Biathlon,"KRUGLOV, Nikolay",URS,Men,20KM,Gold,125,
1976,Innsbruck,Biathlon,"BIAKOV, Ivan",URS,Men,4X7.5KM Relay,Gold,126,
1976,Innsbruck,Biathlon,"KRUGLOV, Nikolay",URS,Men,4X7.5KM Relay,Gold,127,
1976,Innsbruck,Biathlon,"TIKHONOV, Aleksandr",URS,Men,4X7.5KM Relay,Gold,128,
1976,Innsbruck,Biathlon,"YELIZAROV, Aleksandr",URS,Men,4X7.5KM Relay,Gold,129,
1976,Innsbruck,Ice Hockey,"ALEKSANDROV, Boris",URS,Men,Ice Hockey,Gold,130,
1976,Innsbruck,Ice Hockey,"BABINOV, Sergey",URS,Men,Ice Hockey,Gold,131,
1976,Innsbruck,Ice Hockey,"GUSEV, Aleksandr",URS,Men,Ice Hockey,Gold,132,
1976,Innsbruck,Ice Hockey,"KAPUSTIN, Sergey",URS,Men,Ice Hockey,Gold,133,
1976,Innsbruck,Ice Hockey,"KHARLAMOV, Valery",URS,Men,Ice Hockey,Gold,134,
1976,Innsbruck,Ice Hockey,"LUTCHENKO, Vladimir",URS,Men,Ice Hockey,Gold,135,
1976,Innsbruck,Ice Hockey,"LYAPKIN, Yury",URS,Men,Ice Hockey,Gold,136,
1976,Innsbruck,Ice Hockey,"MALTSEV, Aleksandr",URS,Men,Ice Hockey,Gold,137,
1976,Innsbruck,Ice Hockey,"MIKHAYLOV, Boris",URS,Men,Ice Hockey,Gold,138,
1976,Innsbruck,Ice Hockey,"PETROV, Vladimir",URS,Men,Ice Hockey,Gold,139,
1976,Innsbruck,Ice Hockey,"SHADRIN, Vladimir",URS,Men,Ice Hockey,Gold,140,
1976,Innsbruck,Ice Hockey,"SHALIMOV, Viktor",URS,Men,Ice Hockey,Gold,141,
1976,Innsbruck,Ice Hockey,"SIDELNIKOV, Aleksandr",URS,Men,Ice Hockey,Gold,142,
1976,Innsbruck,Ice Hockey,"TRETYAK, Vladislav",URS,Men,Ice Hockey,Gold,143,
1976,Innsbruck,Ice Hockey,"TSYGANKOV, Gennady",URS,Men,Ice Hockey,Gold,144,
1976,Innsbruck,Ice Hockey,"VASILYEV, Valery",URS,Men,Ice Hockey,Gold,145,
1976,Innsbruck,Ice Hockey,"YAKUSHEV, Aleksandr",URS,Men,Ice Hockey,Gold,146,
1976,Innsbruck,Ice Hockey,"ZHLUKTOV, Viktor",URS,Men,Ice Hockey,Gold,147,
1976,Innsbruck,Skating,"GORSHKOV, Aleksandr",URS,Men,Ice Dancing,Gold,148,
1976,Innsbruck,Skating,"PAKHOMOVA, Lyudmila",URS,Women,Ice Dancing,Gold,149,
1976,Innsbruck,Skating,"MINENKOV, Andrey",URS,Men,Ice Dancing,Silver,33,
1976,Innsbruck,Skating,"MOISEYEVA, Irina",URS,Women,Ice Dancing,Silver,34,
1976,Innsbruck,Skating,"KOVALYOV, Vladimir",URS,Men,Individual,Silver,35,
1976,Innsbruck,Skating,"RODNINA, Irina",URS,Women,Pairs,Gold,150,
1976,Innsbruck,Skating,"ZAYTSEV, Aleksandr",URS,Men,Pairs,Gold,151,
1976,Innsbruck,Skating,"MURATOV, Valery",URS,Men,1000M,Bronze,53,
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,1000M,Gold,152,
1976,Innsbruck,Skating,"KONDAKOV, Yury",URS,Men,1500M,Silver,36,
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,1500M,Bronze,54,
1976,Innsbruck,Skating,"STEPANSKAYA, Galina",URS,Women,1500M,Gold,153,
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,3000M,Gold,154,
1976,Innsbruck,Skating,"KULIKOV, Yevgeny",URS,Men,500M,Gold,155,
1976,Innsbruck,Skating,"MURATOV, Valery",URS,Men,500M,Silver,37,
1976,Innsbruck,Skating,"AVERINA, Tatyana",URS,Women,500M,Bronze,55,
1976,Innsbruck,Skiing,"KULAKOVA, Galina",URS,Women,10KM,Bronze,56,
1976,Innsbruck,Skiing,"SMETANINA, Raisa",URS,Women,10KM,Gold,156,
1976,Innsbruck,Skiing,"BAZHUKOV, Nikolay",URS,Men,15KM,Gold,157,
1976,Innsbruck,Skiing,"BELYAEV, Yevgeny",URS,Men,15KM,Silver,38,
1976,Innsbruck,Skiing,"GARANIN, Ivan",URS,Men,30KM Mass Start,Bronze,57,
1976,Innsbruck,Skiing,"SAVELYEV, Sergey",URS,Men,30KM Mass Start,Gold,158,
1976,Innsbruck,Skiing,"BAZHUKOV, Nikolay",URS,Men,4X10KM Relay,Bronze,58,
1976,Innsbruck,Skiing,"BELYAEV, Yevgeny",URS,Men,4X10KM Relay,Bronze,59,
1976,Innsbruck,Skiing,"GARANIN, Ivan",URS,Men,4X10KM Relay,Bronze,60,
1976,Innsbruck,Skiing,"SAVELYEV, Sergey",URS,Men,4X10KM Relay,Bronze,61,
1976,Innsbruck,Skiing,"AMOSOVA, Zinaida",URS,Women,4X5KM Relay,Gold,159,
1976,Innsbruck,Skiing,"BALDYCHEVA, Nina",URS,Women,4X5KM Relay,Gold,160,
1976,Innsbruck,Skiing,"KULAKOVA, Galina",URS,Women,4X5KM Relay,Gold,161,
1976,Innsbruck,Skiing,"SMETANINA, Raisa",URS,Women,4X5KM Relay,Gold,162,
1976,Innsbruck,Skiing,"BALDYCHEVA, Nina",URS,Women,5KM,Bronze,62,
1976,Innsbruck,Skiing,"SMETANINA, Raisa",URS,Women,5KM,Silver,39,
1976,Innsbruck,Skating,"MILLNS, James",USA,Men,Ice Dancing,Bronze,50,
1976,Innsbruck,Skating,"O'CONNOR, Colleen",USA,Women,Ice Dancing,Bronze,51,
1976,Innsbruck,Skating,"HAMILL, Dorothy",USA,Women,Individual,Gold,57,
1976,Innsbruck,Skating,"MUELLER, Peter",USA,Men,1000M,Gold,58,
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,1000M,Bronze,52,
1976,Innsbruck,Skating,"MUELLER, Leah",USA,Women,1000M,Silver,123,
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,1500M,Silver,124,
1976,Innsbruck,Skating,"IMMERFALL, Daniel",USA,Men,500M,Bronze,53,
1976,Innsbruck,Skating,"YOUNG, Sheila",USA,Women,500M,Gold,59,
1976,Innsbruck,Skiing,"NELSON, Cynthia",USA,Women,Downhill,Bronze,54,
1976,Innsbruck,Skiing,"KOCH, William",USA,Men,30KM Mass Start,Silver,125,
1980,Lake Placid,Luge,"FLUCKINGER, Georg",AUT,Men,Doubles,Bronze,31,
1980,Lake Placid,Luge,"SCHROTT, Karl",AUT,Men,Doubles,Bronze,32,
1980,Lake Placid,Skiing,"STOCK, Leonhard",AUT,Men,Downhill,Gold,26,
1980,Lake Placid,Skiing,"WIRNSBERGER, Peter",AUT,Men,Downhill,Silver,,
1980,Lake Placid,Skiing,"MOSER-PROLL, Annemarie",AUT,Women,Downhill,Gold,27,
1980,Lake Placid,Skiing,"ENN, Hans",AUT,Men,Giant Slalom,Bronze,33,
1980,Lake Placid,Skiing,"NEUPER, Hubert",AUT,Men,K120 Individual (90M),Silver,,
1980,Lake Placid,Skiing,"INNAUER, Anton",AUT,Men,K90 Individual (70M),Gold,28,
1980,Lake Placid,Skiing,"LEBANOV, Ivan",BUL,Men,30KM Mass Start,Bronze,,
1980,Lake Placid,Skating,"BOUCHER, Gaetan",CAN,Men,1000M,Silver,39,
1980,Lake Placid,Skiing,"PODBORSKI, Steve",CAN,Men,Downhill,Bronze,48,
1980,Lake Placid,Skiing,"TAKALO, Helena",FIN,Women,10KM,Bronze,31,
1980,Lake Placid,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,10KM,Silver,60,
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,15KM,Silver,61,
1980,Lake Placid,Skiing,"KIRVESNIEMI, Harri",FIN,Men,4X10KM Relay,Bronze,32,
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,4X10KM Relay,Bronze,33,
1980,Lake Placid,Skiing,"PITKeNEN, Matti",FIN,Men,4X10KM Relay,Bronze,34,
1980,Lake Placid,Skiing,"TEURAJeRVI, Pertti",FIN,Men,4X10KM Relay,Bronze,35,
1980,Lake Placid,Skiing,"MIETO, Juha",FIN,Men,50KM,Silver,62,
1980,Lake Placid,Skiing,"RIIHIVUORI, Hilkka",FIN,Women,5KM,Silver,63,
1980,Lake Placid,Skiing,"KARJALAINEN, Jouko",FIN,Men,Individual,Silver,64,
1980,Lake Placid,Skiing,"PUIKKONEN, Jari",FIN,Men,K120 Individual (90M),Bronze,36,
1980,Lake Placid,Skiing,"Te_RMeNEN, Jouko",FIN,Men,K120 Individual (90M),Gold,38,
1980,Lake Placid,Skiing,"PELEN, Perrine",FRA,Women,Giant Slalom,Bronze,24,
1980,Lake Placid,Biathlon,"ANGERER, Peter",FRG,Men,4X7.5KM Relay,Bronze,35,
1980,Lake Placid,Biathlon,"BERNREITER, Franz",FRG,Men,4X7.5KM Relay,Bronze,36,
1980,Lake Placid,Biathlon,"ESTNER, Hansi",FRG,Men,4X7.5KM Relay,Bronze,37,
1980,Lake Placid,Biathlon,"WINKLER, Gerhard",FRG,Men,4X7.5KM Relay,Bronze,38,
1980,Lake Placid,Luge,"WINKLER, Anton",FRG,Men,Singles,Bronze,39,
1980,Lake Placid,Skating,"LURZ, Dagmar",FRG,Women,Individual,Bronze,40,
1980,Lake Placid,Skiing,"EPPLE, Irene",FRG,Women,Giant Slalom,Silver,15,
1980,Lake Placid,Skiing,"KINSHOFER GUETHLEIN, Christa",FRG,Women,Slalom,Silver,16,
1980,Lake Placid,Skating,"COUSINS, Robin",GBR,Men,Individual,Gold,25,
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,10KM,Gold,20,
1980,Lake Placid,Biathlon,"ROSCH, Eberhard",GDR,Men,20KM,Bronze,29,
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,20KM,Silver,12,
1980,Lake Placid,Biathlon,"JUNG, Mathias",GDR,Men,4X7.5KM Relay,Silver,13,
1980,Lake Placid,Biathlon,"ROSCH, Eberhard",GDR,Men,4X7.5KM Relay,Silver,14,
1980,Lake Placid,Biathlon,"SIEBERT, Klaus",GDR,Men,4X7.5KM Relay,Silver,15,
1980,Lake Placid,Biathlon,"ULLRICH, Frank",GDR,Men,4X7.5KM Relay,Silver,16,
1980,Lake Placid,Bobsleigh,"KIRCHNER, Andreas",GDR,Men,Four-Man,Bronze,30,
1980,Lake Placid,Bobsleigh,"RICHTER, Detlef",GDR,Men,Four-Man,Bronze,31,
1980,Lake Placid,Bobsleigh,"SCHe_NAU, Horst",GDR,Men,Four-Man,Bronze,32,
1980,Lake Placid,Bobsleigh,"WETZIG, Roland",GDR,Men,Four-Man,Bronze,33,
1980,Lake Placid,Bobsleigh,"GERHARDT, Hans Je_rgen",GDR,Men,Four-Man,Gold,21,
1980,Lake Placid,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Four-Man,Gold,22,
1980,Lake Placid,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Four-Man,Gold,23,
1980,Lake Placid,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Four-Man,Gold,24,
1980,Lake Placid,Bobsleigh,"MUSIOL, Bogdan",GDR,Men,Two-Man,Bronze,34,
1980,Lake Placid,Bobsleigh,"NEHMER, Meinhard",GDR,Men,Two-Man,Bronze,35,
1980,Lake Placid,Bobsleigh,"GERHARDT, Hans Je_rgen",GDR,Men,Two-Man,Silver,17,
1980,Lake Placid,Bobsleigh,"GERMESHAUSEN, Bernhard",GDR,Men,Two-Man,Silver,18,
1980,Lake Placid,Luge,"HAHN, Norbert",GDR,Men,Doubles,Gold,25,
1980,Lake Placid,Luge,"RINN, Hans",GDR,Men,Doubles,Gold,26,
1980,Lake Placid,Luge,"GLASS, Bernhard",GDR,Men,Singles,Gold,27,
1980,Lake Placid,Luge,"SOLLMANN, Melitta",GDR,Women,Singles,Silver,19,
1980,Lake Placid,Skating,"HOFFMANN, Jan",GDR,Men,Individual,Silver,20,
1980,Lake Placid,Skating,"Pe_TZSCH, Anett",GDR,Women,Individual,Gold,28,
1980,Lake Placid,Skating,"BEWERSDORFF, Uwe",GDR,Men,Pairs,Bronze,36,
1980,Lake Placid,Skating,"MAGER, Manuela",GDR,Women,Pairs,Bronze,37,
1980,Lake Placid,Skating,"ALBRECHT, Silvia",GDR,Women,1000M,Bronze,38,
1980,Lake Placid,Skating,"BECKER, Sabine",GDR,Women,1500M,Bronze,39,
1980,Lake Placid,Skating,"BECKER, Sabine",GDR,Women,3000M,Silver,21,
1980,Lake Placid,Skating,"KANIA, Karin",GDR,Women,500M,Gold,29,
1980,Lake Placid,Skiing,"PETZOLD, Barbara",GDR,Women,10KM,Gold,30,
1980,Lake Placid,Skiing,"ANDING, Carola",GDR,Women,4X5KM Relay,Gold,31,
1980,Lake Placid,Skiing,"PETZOLD, Barbara",GDR,Women,4X5KM Relay,Gold,32,
1980,Lake Placid,Skiing,"ROSTOCK, Marlies",GDR,Women,4X5KM Relay,Gold,33,
1980,Lake Placid,Skiing,"SCHMIDT, Veronika",GDR,Women,4X5KM Relay,Gold,34,
1980,Lake Placid,Skiing,"WINKLER, Konrad",GDR,Men,Individual,Bronze,40,
1980,Lake Placid,Skiing,"WEHLING, Ulrich",GDR,Men,Individual,Gold,35,
1980,Lake Placid,Skiing,"DECKERT, Manfred",GDR,Men,K90 Individual (70M),Silver,22,
1980,Lake Placid,Skating,"REGe_CZY, Krisztina",HUN,Women,Ice Dancing,Silver,,
1980,Lake Placid,Skating,"SALLAY, Andras",HUN,Men,Ice Dancing,Silver,,
1980,Lake Placid,Luge,"BRUNNER, Karl",ITA,Men,Doubles,Silver,16,
1980,Lake Placid,Luge,"GSCHNITZER, Peter",ITA,Men,Doubles,Silver,17,
1980,Lake Placid,Luge,"HILDGARTNER, Paul",ITA,Men,Singles,Silver,18,
1980,Lake Placid,Skiing,"YAGI, Hirokazu",JPN,Men,K90 Individual (70M),Silver,3,
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Downhill,Silver,,
1980,Lake Placid,Skiing,"WENZEL, Andreas",LIE,Men,Giant Slalom,Silver,,
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Giant Slalom,Gold,,
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Slalom,Gold,,
1980,Lake Placid,Skating,"KLEINE, Piet",NED,Men,10000M,Silver,14,
1980,Lake Placid,Skating,"BORCKINK, Annie",NED,Women,1500M,Gold,10,
1980,Lake Placid,Skating,"VISSER, Adriana",NED,Women,1500M,Silver,15,
1980,Lake Placid,Skating,"DE BOER, Lieuwe",NED,Men,500M,Bronze,10,
1980,Lake Placid,Skating,"OXHOLM, Tom Erik",NOR,Men,10000M,Bronze,47,
1980,Lake Placid,Skating,"Re_NNING, Frode",NOR,Men,1000M,Bronze,48,
1980,Lake Placid,Skating,"ANDERSEN, Terje",NOR,Men,1500M,Bronze,49,
1980,Lake Placid,Skating,"STENSHJEMMET, Kai Arne",NOR,Men,1500M,Silver,69,
1980,Lake Placid,Skating,"JENSEN, Bje_rg Eva",NOR,Women,3000M,Gold,56,
1980,Lake Placid,Skating,"OXHOLM, Tom Erik",NOR,Men,5000M,Bronze,50,
1980,Lake Placid,Skating,"STENSHJEMMET, Kai Arne",NOR,Men,5000M,Silver,70,
1980,Lake Placid,Skiing,"AUNLI, Ove",NOR,Men,15KM,Bronze,51,
1980,Lake Placid,Skiing,"AALAND, Per Knut",NOR,Men,4X10KM Relay,Silver,71,
1980,Lake Placid,Skiing,"AUNLI, Ove",NOR,Men,4X10KM Relay,Silver,72,
1980,Lake Placid,Skiing,"BRAA, Oddvar",NOR,Men,4X10KM Relay,Silver,73,
1980,Lake Placid,Skiing,"ERIKSEN, Lars Erik",NOR,Men,4X10KM Relay,Silver,74,
1980,Lake Placid,Skiing,"AUNLI, Berit",NOR,Women,4X5KM Relay,Bronze,52,
1980,Lake Placid,Skiing,"Be_E, Anette",NOR,Women,4X5KM Relay,Bronze,53,
1980,Lake Placid,Skiing,"MYRMAEL, Marit",NOR,Women,4X5KM Relay,Bronze,54,
1980,Lake Placid,Skiing,"PETTERSEN, Brit",NOR,Women,4X5KM Relay,Bronze,55,
1980,Lake Placid,Bobsleigh,"BeCHLI, Ulrich",SUI,Men,Four-Man,Silver,33,
1980,Lake Placid,Bobsleigh,"BENZ, Joseph",SUI,Men,Four-Man,Silver,34,
1980,Lake Placid,Bobsleigh,"MARTI, Rudolf",SUI,Men,Four-Man,Silver,35,
1980,Lake Placid,Bobsleigh,"SCHeRER, Erich",SUI,Men,Four-Man,Silver,36,
1980,Lake Placid,Bobsleigh,"BENZ, Joseph",SUI,Men,Two-Man,Gold,33,
1980,Lake Placid,Bobsleigh,"SCHeRER, Erich",SUI,Men,Two-Man,Gold,34,
1980,Lake Placid,Skiing,"NADIG, Marie-Theres",SUI,Women,Downhill,Bronze,57,
1980,Lake Placid,Skiing,"LeeTHY, Jacques",SUI,Men,Slalom,Bronze,58,
